domain,text,action
侦探,侦探紧握放大镜，目光如炬地扫视着地板上的微小痕迹。,（仔细检查痕迹）
侦探,侦探小心翼翼地推开布满灰尘的门，目光如炬地扫视着昏暗的房间。,（推门并扫视房间）
轻小说,她轻快地转身，长发随风飘扬。,（快速转身）
言情,她轻咬下唇，眼中闪烁着泪光。,（低头掩饰情绪）
玄幻,她轻挥玉手，空中瞬间凝聚出无数冰箭。,（召唤冰箭攻击）
日常,她轻轻放下咖啡杯，嘴角露出一丝微笑。,（放下杯子并微笑）
科幻,她轻轻按下按钮，整个房间瞬间充满了蓝色光芒。,（启动未知科技设备）
言情,她轻咬着下唇，眼中闪过一丝犹豫。,（低头捏着裙角）
言情,她轻轻咬着下唇，目光闪烁。,（低头掩饰害羞）
轻小说,她轻轻合上书本，嘴角露出一丝神秘的微笑。,（合上书本并微笑）
历史,他手中那卷古老地图微微颤抖，指向远方山谷。,（展示并指向地图上的战略位置）
武打,她迅速转身，剑尖直指前方。,（快速转身刺剑）
玄幻,剑气纵横三万里，,（挥剑斩破虚空）
侦探,侦探轻轻推开沾满灰尘的窗户，目光如鹰隼般扫视着昏暗的房间。,（推窗并环视四周）
历史,他紧握长剑，目光如炬。,（挥剑向前冲刺）
日常,她轻轻拿起杯子，嘴角微微上扬。,（优雅地喝茶）
玄幻,天空中突然裂开一道缝隙，一道金光从天而降，笼罩着他的全身。,（金光中缓缓升起，双手张开）
生活,她轻轻摇头，嘴角露出苦笑。,（无奈地摇头）
日常,她突然停下脚步，抬头望向远方，嘴角微微上扬。,（驻足远望并微笑）
轻小说,她轻轻合上书本，露出一丝神秘的微笑。,（合书并微笑）
武打,她迅速转身，手指紧握成拳，眼中闪过一丝杀气。,（快速转身准备攻击）
轻小说,她轻咬下唇，眼中闪过一丝犹豫。,（犹豫不决）
都市,她匆忙关上车门，向路人挥手，接着快速离开。,（关车门并挥手道别）
玄幻,她指尖凝聚起一簇幽蓝火焰，目光如冰。,（召唤火焰）
武打,她迅速转身，刀光闪烁。,（转身挥刀）
生活,她轻快地跳过水坑，面带笑容。,（跳跃避开水坑）
日常,她轻轻拿起咖啡杯，嘴角露出一丝微笑。,（优雅地喝咖啡）
历史,拿破仑凝视着远方，手中的望远镜微微颤抖。,（握紧望远镜，目光坚定）
玄幻,她轻挥玉手，空中绽放出绚烂光芒。,（施展法术）
历史,亚历山大拔出剑，指向远方。,（拔剑指向远方）
科幻,她迅速按下按钮，飞船启动。,（启动飞船）
言情,她轻轻咬了咬下唇，眼中闪烁着泪光。,（低头掩饰情绪）
玄幻,她轻挥玉手，指尖凝聚出一道耀眼的光芒，直射天际。,（施展法术召唤光芒）
历史,岳飞愤怒地将御赐令牌扔在地上，脸色铁青。,（扔令牌）
言情,她轻轻咬着下唇，眼神中闪烁着犹豫与期待。,（紧握双手，微微低头）
言情,她低头轻咬下唇，脸颊微红。,（害羞地低头）
玄幻,她轻挥玉手，空中凝聚出璀璨的星辰。,（施展星辰法术）
轻小说,她轻轻合上书本，嘴角微扬。,（合书微笑）
历史,秦始皇站在长城之巅，凝视远方，手握玉玺。,（远眺并紧握玉玺）
言情,她轻咬下唇，眼中闪过羞涩。,（低头掩饰红晕）
日常,她轻轻摘下眼镜，揉了揉疲惫的双眼。,（摘眼镜揉眼睛）
轻小说,月光下，她轻轻合上双眼，嘴角扬起一抹神秘的微笑。,（闭眼微笑）
武打,她迅速转身，刀光闪烁间直指对手咽喉。,（快速转身并挥刀）
言情,她轻轻转身，眼中含泪。,（转身抹泪）
日常,她轻轻地放下茶杯，微微一笑。,（轻放茶杯并微笑）
日常,她轻轻放下杯子，微微一笑。,（放下杯子并微笑）
仙侠,她轻挥衣袖，仙气缭绕。,（施展法术）
侦探,侦探小心翼翼地推开半掩的门，目光如炬地扫视着昏暗的房间。,（推门并环视四周）
玄幻,她的指尖突然闪烁出耀眼的蓝光，周围的空间开始扭曲。,（释放空间法术）
侦探,侦探迅速蹲下，手指轻触地板。,（检查地板上的痕迹）
日常,她轻轻拿起茶杯，嘴角微微上扬。,（优雅地品茶）
历史,秦始皇凝视远方，手握宝剑。,（远眺并握紧宝剑）
生活,她轻轻合上书本，微笑着望向远方。,（合书并远望）
武打,她快速转身，刀光一闪。,（转身挥刀）
轻小说,月光下，她轻轻握紧了剑柄。,（准备拔剑）
日常,她轻轻摇头，嘴角挂着无奈的笑。,（摇头并微笑）
历史,秦始皇挥手示意，群臣肃立。,（挥手示意肃静）
侦探,侦探迅速翻开笔记本，眉头紧锁。,（快速翻阅笔记本）
轻小说,她轻快地转身，裙摆随风飘扬。,（优雅地转身）
侦探,侦探仔细观察着指纹，眉头紧锁。,（用放大镜检查指纹）
都市,她快速转身，长发随风飘扬。,（转身并甩动头发）
武打,她轻盈跃起，脚尖点地旋转。,（空中旋转踢腿）
日常,她微笑着接过咖啡，轻轻点头致谢。,（接过咖啡并点头）
科幻,她快速按下按钮，飞船瞬间跃入超空间。,（按下跃迁按钮）
玄幻,她轻声念咒，指尖闪烁出幽蓝的光芒。,（施展魔法）
科幻,她轻轻按下按钮，整个房间瞬间被蓝光包围。,（启动高科技装置）
轻小说,她轻轻地抚摸着古老的书籍，眼中闪烁着好奇的光芒。,（抚摸书籍并凝视）
都市,她快速穿过人群，手机紧贴耳边。,（匆忙走动通话）
历史,将军拔出长剑，指向远方的敌军阵营，士兵们屏息凝视。,（拔剑指向远方）
玄幻,她轻念咒语，指尖绽放出璀璨光芒。,（施展法术）
玄幻,夜空中突然闪现一道金光，神秘符文环绕其身。,（召唤符文力量）
武打,他迅速转身，刀光闪烁。,（挥刀旋转攻击）
玄幻,她轻挥玉手，指尖泛起幽蓝的光芒。,（施展寒冰法术）
武打,她迅速转身，刀光如闪电般划过。,（快速转身挥刀）
轻小说,她轻抚着古老的书籍，眼中闪过一丝神秘的光芒。,（抚摸书籍并微笑）
生活,她轻轻拿起茶杯，眼神温柔地望向远方。,（端茶并远望）
武打,她轻巧地跃起，在空中划出一道优美的弧线。,（空中旋转踢腿）
侦探,侦探低头仔细检查地板上的痕迹。,（蹲下仔细查看）
仙侠,她轻挥长袖，指尖流转着一缕清风，眼神淡然地望向远方。,（挥袖引风）
都市,她急匆匆穿过人群，不时回头张望。,（快速行走并环顾四周）
言情,她轻轻地靠近，手指颤抖地触碰他的衣角，眼中闪烁着不确定的光芒。,（小心翼翼地触碰）
历史,秦始皇挥手间，万箭齐发。,（挥手命令放箭）
科幻,她快速按下了控制面板上的红色按钮，飞船开始剧烈震动。,（按下按钮并观察反应）
科幻,未来机器人的目光闪烁，直视前方。,（光眼扫描周围环境）
历史,他紧握长剑，目光如炬。,（挥剑指向远方）
历史,将军紧锁眉头，凝视远方。,（沉思并握紧拳头）
武打,他迅速转身，飞腿直踢向对方胸口。,（快速转身并飞腿）
玄幻,她轻挥衣袖，周围的空间开始扭曲。,（施展空间法术）
日常,她轻轻合上书本，微笑着站起。,（合书并起身）
言情,她轻轻低头，脸颊微红。,（羞涩地摆弄衣角）
玄幻,她轻挥玉手，掌心凝聚出一团幽蓝的火焰。,（凝聚灵力，释放火焰）
武打,她迅速转身，脚尖轻点地面，整个人如同离弦之箭般冲向对手。,（快速转身并冲刺）
日常,她轻快地跳下台阶，脸上洋溢着笑容。,（跳跃并微笑）
武打,她迅速转身，剑光一闪。,（挥剑快速旋转）
历史,秦始皇站在长城上，凝视远方。,（远眺沉思）
言情,她轻轻咬住下唇，眼中闪过一丝犹豫，最终还是伸出手拉住了他的衣袖。,（咬唇并拉住衣袖）
都市,她快速穿过人群，神情紧张。,（匆忙穿梭于人群中）
仙侠,她轻挥衣袖，仙气缭绕中飘然而起。,（挥袖升空）
日常,她轻轻拍了拍朋友的肩膀，微笑安慰。,（轻拍肩膀并微笑）
科幻,她迅速启动光剑，蓝色的光芒划破黑暗。,（启动并挥舞光剑）
历史,将军沉思片刻，猛地拔出佩剑。,（拔剑指向天空）
历史,拿破仑凝视远方，手握地图沉思。,（凝视并握紧地图）
生活,她轻轻拿起茶杯，眼中闪过一丝笑意。,（优雅地品茶）
玄幻,他挥剑斩出，剑气如虹。,（挥剑发出剑气）
历史,秦始皇站在长城上，目光远眺，手指轻轻敲击着城墙。,（远眺并轻敲城墙）
轻小说,在昏暗的灯光下，她轻轻合上了手中的书，嘴角露出一抹神秘的微笑。,（合书并微笑）
轻小说,少女轻轻踮起脚尖，手中的魔法书散发出微弱的光芒。,（施展初级魔法）
都市,她低头快步穿梭在人群中，,（快速行走）
玄幻,她轻挥法杖，空中绽放出璀璨光芒。,（施放法术）
武打,她迅速侧身，手中的长剑划出一道寒光，直指对手咽喉。,（侧身挥剑直刺）
言情,她轻轻咬住下唇，眼中闪过一丝羞涩。,（低头轻咬嘴唇）
侦探,她轻抚着桌上的灰尘，目光如鹰般锐利。,（细致检查桌面痕迹）
武打,她轻盈地翻身，躲过攻击。,（翻身躲避）
都市,她快速穿过拥挤的街道，时不时回头张望，神情紧张。,（快速行走并紧张地回头）
轻小说,她轻轻合上书本，嘴角露出一丝神秘的微笑。,（合上书并微笑）
玄幻,她轻挥法杖，空中闪现出璀璨光芒。,（施放法术）
都市,她悄悄把蓝牙耳机塞入耳中，环顾四周，直到确认没有被注意到时才松了口气。,（悄悄戴上蓝牙耳机并环顾四周）
历史,她缓缓展开古老的羊皮卷，眼中闪烁着好奇的光芒。,（展开羊皮卷）
日常,她轻声叹气，慢慢合上了书本。,（合上书并叹息）
都市,她快速地穿过人群，不时回头张望。,（疾走并四处查看）
武打,她身体一低，迅速翻滚，避开了敌人的飞踢。,（低身翻滚躲避攻击）
轻小说,她轻巧地跃过栏杆，笑容灿烂。,（跳跃栏杆）
日常,她轻快地跳过水坑，脸上洋溢着笑容。,（跳跃并微笑）
武打,她迅速转身，双手握拳，眼中闪过一抹寒光。,（快速转身并摆出攻击姿势）
历史,秦始皇站在长城上，远眺北方。,（远望并抚摸城墙）
玄幻,一道闪电划破长空，他的身影在雷光中若隐若现，手握长剑，剑尖直指苍穹。,（挥剑引雷）
侦探,侦探低声对着录音笔说道，同时他的眼睛紧紧盯着远处的黑影。,（低声录音并凝视远方）
武打,她轻盈一跃，手中长剑直指前方。,（跃起并刺剑）
武打,她迅速转身，剑光一闪。,（转身挥剑）
仙侠,她轻挥玉手，掌心泛起淡淡蓝光。,（施展水系法术）
武打,他迅速抽出长剑，剑气如虹。,（快速拔剑并挥剑）
言情,她轻轻咬住下唇，眼中闪烁着泪光。,（低头掩饰情绪）
日常,她轻轻踮起脚尖，双手伸向书架最高层。,（尝试取书）
轻小说,她轻轻地叹了口气，目光远望窗外的樱花。,（远望并叹息）
武打,她迅速侧身，避开了迎面而来的飞镖。,（侧身躲避）
日常,她轻轻放下杯子，微微一笑。,（轻放杯子并微笑）
言情,她轻轻转身，眼角含着泪光，嘴角却露出一丝倔强的微笑。,（转身并微笑）
玄幻,她指尖轻点，光芒四射。,（释放法术）
武打,她迅速转身，刀光闪烁。,（快速转身挥刀）
轻小说,她轻抚长发，眼中闪过狡黠的光。,（轻抚头发并眨眼）
侦探,侦探小心翼翼地翻开日记，目光如炬。,（翻阅日记并仔细观察）
日常,她轻叹一声，缓缓将茶杯放回桌上，目光投向窗外。,（叹气并放下茶杯）
言情,她轻轻转头，泪光闪烁。,（低头擦泪）
言情,她轻抚他的脸庞，泪光闪烁。,（温柔地触摸）
言情,她轻咬下唇，眼中闪过一丝羞涩。,（低头玩弄衣角）
日常,她轻轻叹了口气，转身走向窗边。,（叹息并走向窗边）
生活,她快速翻开书本，双眼急切地扫描着文字。,（快速翻书）
日常,她轻轻地把书合上，目光温柔地望向窗外。,（合书并望向窗外）
武打,他迅速翻滚避开攻击，紧接着一个鲤鱼打挺站起，双拳紧握。,（翻滚躲避并快速站起准备反击）
都市,她急匆匆地穿过拥挤的街道，不时回头看。,（快步行走并回头张望）
科幻,她迅速按下控制台上的红色按钮，飞船随即进入超光速模式，星际间的景色瞬间变得模糊。,（按下按钮并观察星际）
科幻,飞船突然加速，穿过星际尘埃。,（按下超光速按钮）
日常,她突然停下脚步，回头望去。,（转身并四处张望）
都市,她快速穿过繁忙的街道，耳机里播放着激烈的音乐。,（疾步行走）
武打,她迅速转身，剑光如影随形。,（快速转身挥剑）
科幻,飞船突然加速，穿越星际尘埃。,（启动超光速引擎）
武打,他身形一闪，如猛虎下山般冲向对手。,（快速移动并准备攻击）
历史,拿破仑站在船头，凝视着远方的海平线，手握剑柄。,（凝视远方，握紧剑柄）
